nid,title,content
154869,,"Barbie Fairytopia: Starring Barbie as Elina! Just through the rainbow, in the world of Fairytopia, lives Elina, a beautiful flower fairy who longs to have wings. Her home is a large flower in the Magic Meadow where she lives with Bibble, a quirky but loveable puffball. One day Elina wakes to find that her flower home is sick, and that her fairy friends can&#x2019;t fly! She summons the courage to help and embarks on a fantastic journey to find Azura, a Guardian Fairy she thinks can solve the problem. She meets new people who test her courage and teach her the value of true friendship. But can a wingless fairy save all of Fairytopia? Join Barbie as Elina and discover a magical land of fairies, flowers and enchanting experiences! Barbie Mariposa: Join Barbie in an all-new world of Butterfly Fairies! Mariposa is a beautiful butterfly fairy who loves to read and dream about the world outside her home in the land of Flutterfield. Flutterfield is protected by the Queen's glimmering magical flower lights, but when the Queen is poisoned by the evil fairy Henna, the special lights begin to go out one by one. It's up to the brave Mariposa and her friends to journey beyond the safe borders of the city in search of a hidden antidote that will save the Queen. Join the butterfly fairy friends on an exciting adventure that will transform them forever! Barbie Presents Thumbelina: Barbie Presents Thumbelina - a brand new tale with a classic character. Meet Barbie's new friend, a tiny girl named Thumbelina, who lives in harmony with nature in the magical world of the Twillerbees that&#x2019;s hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city. Here they learn of construction plans that threaten to destroy the land of the Twillerbees! Harnessing the magic of nature, Thumbelina sets out to prove that even the smallest person can make a big difference."
1384134,"Clipboard Recyled Plastic, Assorted Colors - 3 Pack",3 pk clipboard assorted colors red black blue
6487,"Simple Green 11001 Clean Building All-Purpose Concentrate Cleaner, 1 Gallon Bottle",
1103713,"""Lil' Drugstore Products Sewing Kit,(Needles, Buttons, Thimble, Scissors, Thread &amp; Tape Measure), (Pack of 12)""","Highlights: Includes: scissors, needles, thread, buttons Tape measure & thimble Clear storage case"
31003,Dreaming in Cuban,"Garcia's first novel is about Cuba, her native country, and three generations of del Pino women who are seeking spiritual homes for their passionate, often troubled souls. Celia del Pino and her descendants also share clairvoyant and visionary powers that somehow remain undiminished, despite the Cuban revolution and its profound effect upon their lives. This dichotomy suffuses their lives with a potent mixture of superstition, politics, and surrealistic charm that gives the novel an otherworldly atmosphere. Garcia juggles these opposing life forces like a skilled magician accustomed to tossing into the air fiery objects that would explode if they came into contact. Writing experimentally in a variety of forms, she combines narratives, love letters, and monologs to portray the del Pinos as they move back and forth through time. Garcia tells their story with an economy of words and a rich, tropical imagery, setting a brisk but comfortable pace. Highly recommended.- Janet W. Reit, Univ. of Vermont Lib., BurlingtonCopyright 1992 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title."
1415935,"Dritz STABE12 Clothing Care Stain Be Gone Pen, 3-Pack","These stain be gone pens are great for removing stains. Take this pen with you to restaurants, dinner parties and kid's games to eliminate stains as soon as they happen. The instant stain remover is safe on colors and the pen is convenient to carry. Includes 3 pens per pack. Comes with 24 pack per case."
945220,"Yuppie Puppy Marrowchews, 7-1/2-Inch by 1-1/4-Inch, Large","Nylon Chew Toy with Jerky Attractant. These nylon dental chew toys are unique to most other flavored nylon bones as the atractant is added after the bone has been molded and cooled. This allows the scent and attractant to be much stronger than other products. The result is that not only puppies can reap the dental benefits of chewing on nylon but adult dogs are attracted too. This allow the adult dog to reap the benefits of the nylon bristling out, which helps remove tartar and plaque off the dogs teeth."
2384050,"Right College, Right Price: The New System for Discovering the Best College Fit at the Best Price","""The Financial Fit Breakthrough is a new system that lets parents and students overcome the nightmare of complexity and anxiety over filing for and receiving their college financial aid package, and find their best college proscpets."" -Publishers Weekly""Palmasani, a veteran guidance and college admissions director, has written a really smart, accessible book on how to successfully navigate the financial side of the college admissions process, from assessing what you can afford to helping you compare costs and analyze award letters."" -Countdown to College"
32179,,AKA
854820,XYUN 3-pieces Triple Layer Hybrid Real Tree Camo Hybrid Hard Case Cover for Samsung Galaxy S3 Iii I9300 (Black),XYUN 3-pieces Triple Layer Hybrid Real Tree Camo Hybrid Hard Case Cover for Samsung Galaxy S3 Iii I9300 (Black)
86476,,"The profound musical gifts of Harry Nilsson, an artist whose fans ranged from all four Beatles to the Monkees, Randy Newman, Keith Moon, Jimmy Webb, and dozens more, are on full display in THE RCA ALBUMS COLLECTION.THE RCA ALBUMS COLLECTION will be a must-have for Nilsson devotees, and a seductive lure for those whose awareness is limited to his Grammy Award&#xAE;-winning versions of Badfinger's &#34;Without You&#34; (#1) and Fred Neil's &#34;Everybody s Talkin'&#34; (a #6 hit from the soundtrack to Midnight Cowboy, 1969). Then there are the notable covers of his own songs by Three Dog Night (&#34;One&#34;), the Monkees (&#34;Cuddly Toy&#34;), the Yardbirds (&#34;Ten Little Indians&#34;), and Blood, Sweat & Tears (&#34;Without Her&#34;). Others will recall the duo of hits that appeared alongside &#34;Without You&#34; on 1971's Nilsson Schmilsson album, &#34;Coconut&#34; (#8) and &#34;Jump Into The Fire.&#34; Finally, the playful &#34;Me And My Arrow&#34; (from the soundtrack of his animated film The Point!) and &#34;Girlfriend&#34; (theme of the early '70s sitcom The Courtship Of Eddie's Father) have their own coterie of admirers.THE RCA ALBUMS COLLECTION presents the definitive 14 albums in Nilsson's RCA Records U.S. discography, from his 1967 debut Pandemonium Shadow Show (among whose high points are his takes on the Beatles' &#34;You Can't Do That&#34; and &#34;She's Leaving Home&#34;) to his final album for the label in 1977, Knnillssonn. Bonus material on those albums add up to 65 tracks, of which 26 are previously unreleased. Adding to the box set's historical provenance are three newly-compiled CDs, Nilsson Sessions 1967-1968, Nilsson Sessions 1968-1971, and Nilsson Sessions 1971-1974, containing a total of 58 tracks, exactly half of which (29 tracks) are previously unreleased.Track List:Disc 1 PANDEMONIUM SHADOW SHOW (Stereo and Mono)Disc 2 AERIAL BALLET (Stereo and Mono)Disc 3 HARRYDisc 4 NILSSON SINGS NEWMANDisc 5 THE POINT!Disc 6 AERIAL PANDEMONIUM BALLETDisc 7 NILSSON SCHMILSSONDisc 8 SON OF SCHMILSSONDisc 9 A LITTLE TOUCH OF SCHMILSSON IN THE NIGHTDisc 10 PUSSY CATS Produced by John Lennon.Disc 11 DUIT ON MON DEIDisc 12 SANDMANDisc 13 ...THAT'S THE WAY IT ISDisc 14 KNNILLSSONNRARITIES DISCS:Disc 15 NILSSON SESSIONS 1967-1968RCA Studios was Harry's professional playground from 1967 to 1977. He spent countless hours sketching, experimenting and composing songs within the confines of 6363 Sunset Blvd., right in the heart of Hollywood. Sessions Schmessions features a sampling of those dates culled from Harry's first two years at RCA. There are 14 previously unreleased tracks with Highlights include five demos taped for The Monkees(&#34;1941,&#34; &#34;World&#34; &#34;Signs,&#34; &#34;Cuddly Toy&#34; and &#34;This Could Be The Night&#34;) in March 1967, as well as three outtakes from his RCA debut album, Pandemonium Shadow Show (&#34;As I Wander Lonely,&#34; &#34;Butters Lament&#34; and an astonishing &#34;The Family&#34;). Sessions for Aerial Ballet orphaned early takes of such classics as &#34;One,&#34; &#34;Together,&#34; &#34;Bath&#34; and &#34;I Said Goodbye To Me.&#34; Additionally, Harry's cover of the Coasters classic &#34;Searchin'&#34; was left on the cutting room floor, as was his attempt the Addrisi Brothers' &#34;She's Just Laughing At Me&#34; and Procol Harum's &#34;She Wandered Through The Garden Fence.&#34; Meanwhile, two rare, single-only tracks &#34;Sister Marie&#34; and the Italian language &#34;Leggenda&#34; make their true stereo debut on this set.Disc 16 NILSSON SESSIONS 1968-1971covers Nilsson's studio oddities from mid-1968 through early 1971 including 12 previously unreleased tracks.Disc 17 NILSSON SESSIONS 1971-1974wraps up all of the remaining bonus tracks, demos and alternate takes that have trickled out on international r"
